region,quantile,Year,Estimate,Std..Error,P_value,upper,lower,cv,mk_pvalue,sens_slope,mk_symbol,regional_mean_CV
f. Prairie,50,2015,2.14040787083775,0.0559,0,2.25,2.0308,Q50: 17%,0.88,0.05,Q50: =,17.33
f. Prairie,50,1993,2.48157389767489,0.0511,0,2.5816,2.3815,Q50: 17%,0.88,0.05,Q50: =,17.33
f. Prairie,50,2018,1.89984285332389,0.0567,0,2.011,1.7887,Q50: 17%,0.88,0.05,Q50: =,17.33
f. Prairie,50,1986,2.27551635504497,0.0612,0,2.3954,2.1556,Q50: 17%,0.88,0.05,Q50: =,17.33
f. Prairie,50,1996,2.09817818303193,0.0677,0,2.2309,1.9655,Q50: 17%,0.88,0.05,Q50: =,17.33
f. Prairie,50,2013,1.44926152772973,0.0628,0,1.5723,1.3262,Q50: 17%,0.88,0.05,Q50: =,17.33
f. Prairie,50,1982,2.35513577112303,0.0685,0,2.4893,2.2209,Q50: 17%,0.88,0.05,Q50: =,17.33
f. Prairie,50,1999,2.38086607994753,0.0645,0,2.5073,2.2544,Q50: 17%,0.88,0.05,Q50: =,17.33
f. Prairie,50,1989,1.23430231576051,0.084,0,1.3989,1.0697,Q50: 17%,0.88,0.05,Q50: =,17.33
f. Prairie,50,2016,2.25998420197872,0.0548,0,2.3675,2.1525,Q50: 17%,0.88,0.05,Q50: =,17.33
f. Prairie,50,1987,2.67926560626365,0.0774,0,2.831,2.5275,Q50: 17%,0.88,0.05,Q50: =,17.33
f. Prairie,50,2019,2.46420427401746,0.0498,0,2.5618,2.3666,Q50: 17%,0.88,0.05,Q50: =,17.33
f. Prairie,90,1984,2.75725073464664,0.0547,0,2.8645,2.65,Q90: 14%,0.108,-0.29,Q90: =,17.33
f. Prairie,90,1999,2.56961978675507,0.0511,0,2.6698,2.4694,Q90: 14%,0.108,-0.29,Q90: =,17.33
f. Prairie,90,2005,2.36418231743813,0.0489,0,2.4599,2.2684,Q90: 14%,0.108,-0.29,Q90: =,17.33
f. Prairie,90,1992,1.93254285570011,0.0547,0,2.0397,1.8254,Q90: 14%,0.108,-0.29,Q90: =,17.33
f. Prairie,90,1998,2.58947186978111,0.0475,0,2.6825,2.4964,Q90: 14%,0.108,-0.29,Q90: =,17.33
f. Prairie,90,1990,2.2226968083003,0.0567,0,2.3338,2.1116,Q90: 14%,0.108,-0.29,Q90: =,17.33
f. Prairie,90,2003,1.84823889583419,0.069,0,1.9834,1.7131,Q90: 14%,0.108,-0.29,Q90: =,17.33
f. Prairie,90,2008,2.35736063150487,0.0461,0,2.4477,2.267,Q90: 14%,0.108,-0.29,Q90: =,17.33
f. Prairie,90,1991,2.50717200087199,0.0517,0,2.6084,2.4059,Q90: 14%,0.108,-0.29,Q90: =,17.33
f. Prairie,90,1987,2.71821446405392,0.0587,0,2.8333,2.6031,Q90: 14%,0.108,-0.29,Q90: =,17.33
f. Prairie,90,1989,1.27384696738654,0.089,0,1.4483,1.0993,Q90: 14%,0.108,-0.29,Q90: =,17.33
f. Prairie,90,1996,2.35125358350115,0.0594,0,2.4677,2.2348,Q90: 14%,0.108,-0.29,Q90: =,17.33
f. Prairie,90,1995,2.64976276109156,0.0486,0,2.7451,2.5544,Q90: 14%,0.108,-0.29,Q90: =,17.33
f. Prairie,90,1985,1.96620815187041,0.0486,0,2.0615,1.8709,Q90: 14%,0.108,-0.29,Q90: =,17.33
f. Prairie,90,2004,2.09591487151771,0.0524,0,2.1987,1.9931,Q90: 14%,0.108,-0.29,Q90: =,17.33
f. Prairie,90,2015,2.29253300335809,0.0482,0,2.387,2.1981,Q90: 14%,0.108,-0.29,Q90: =,17.33
f. Prairie,90,2002,2.18261359774026,0.0498,0,2.2803,2.0849,Q90: 14%,0.108,-0.29,Q90: =,17.33
f. Prairie,90,1993,2.40422259355782,0.0437,0,2.4899,2.3186,Q90: 14%,0.108,-0.29,Q90: =,17.33
f. Prairie,90,2020,2.62424425024363,0.0498,0,2.7218,2.5267,Q90: 14%,0.108,-0.29,Q90: =,17.33
f. Prairie,90,1983,2.83545836932125,0.0591,0,2.9512,2.7197,Q90: 14%,0.108,-0.29,Q90: =,17.33
f. Prairie,90,2011,2.8389279480261,0.0575,0,2.9516,2.7262,Q90: 14%,0.108,-0.29,Q90: =,17.33
f. Prairie,90,2006,1.88660608329134,0.0644,0,2.0128,1.7604,Q90: 14%,0.108,-0.29,Q90: =,17.33
f. Prairie,90,2019,2.40995017043352,0.0414,0,2.4911,2.3288,Q90: 14%,0.108,-0.29,Q90: =,17.33
f. Prairie,90,1988,2.84204472113565,0.0857,0,3.01,2.6741,Q90: 14%,0.108,-0.29,Q90: =,17.33
f. Prairie,90,2009,2.35211296861668,0.0529,0,2.4559,2.2483,Q90: 14%,0.108,-0.29,Q90: =,17.33
f. Prairie,90,2007,2.39490539890251,0.049,0,2.4909,2.2989,Q90: 14%,0.108,-0.29,Q90: =,17.33
f. Prairie,90,2000,1.91973128723042,0.0648,0,2.0467,1.7928,Q90: 14%,0.108,-0.29,Q90: =,17.33
f. Prairie,90,2016,2.23935995240575,0.0418,0,2.3212,2.1575,Q90: 14%,0.108,-0.29,Q90: =,17.33
f. Prairie,90,2017,2.48706110495846,0.0544,0,2.5936,2.3805,Q90: 14%,0.108,-0.29,Q90: =,17.33
f. Prairie,90,2014,1.91146100772955,0.0522,0,2.0138,1.8092,Q90: 14%,0.108,-0.29,Q90: =,17.33
f. Prairie,90,2001,2.51459895581325,0.0514,0,2.6154,2.4138,Q90: 14%,0.108,-0.29,Q90: =,17.33
f. Prairie,90,1997,2.44062497592828,0.0635,0,2.5651,2.3162,Q90: 14%,0.108,-0.29,Q90: =,17.33
f. Prairie,90,2010,2.34454094380831,0.0439,0,2.4306,2.2585,Q90: 14%,0.108,-0.29,Q90: =,17.33
f. Prairie,90,2013,2.30161166216862,0.0551,0,2.4095,2.1937,Q90: 14%,0.108,-0.29,Q90: =,17.33
f. Prairie,90,2018,2.03903427865391,0.0434,0,2.1241,1.954,Q90: 14%,0.108,-0.29,Q90: =,17.33
f. Prairie,90,1994,2.67725398476717,0.0638,0,2.8022,2.5523,Q90: 14%,0.108,-0.29,Q90: =,17.33
f. Prairie,90,1986,2.38107341254203,0.0478,0,2.4748,2.2873,Q90: 14%,0.108,-0.29,Q90: =,17.33
f. Prairie,90,2012,2.29135429885902,0.0776,0,2.4434,2.1393,Q90: 14%,0.108,-0.29,Q90: =,17.33
f. Prairie,90,1982,2.53010474464038,0.0564,0,2.6406,2.4196,Q90: 14%,0.108,-0.29,Q90: =,17.33
g. Pacific Southwest,10,1997,0.775841810021525,0.0954,0,0.9628,0.5889,Q10: 34%,0.002,0.35,Q10: ↑,26
g. Pacific Southwest,10,2003,0.713109610614382,0.0993,0,0.9077,0.5185,Q10: 34%,0.002,0.35,Q10: ↑,26
g. Pacific Southwest,10,1988,0.247624275363186,0.1368,0.0703,0.5158,-0.0205,Q10: 34%,0.002,0.35,Q10: ↑,26
g. Pacific Southwest,10,1984,0.837692538479594,0.1132,0,1.0596,0.6157,Q10: 34%,0.002,0.35,Q10: ↑,26
g. Pacific Southwest,10,1996,0.770066663783442,0.0981,0,0.9623,0.5779,Q10: 34%,0.002,0.35,Q10: ↑,26
g. Pacific Southwest,10,2017,0.695655162667378,0.0742,0,0.8412,0.5502,Q10: 34%,0.002,0.35,Q10: ↑,26
g. Pacific Southwest,10,2002,0.551065474747035,0.1114,0,0.7693,0.3328,Q10: 34%,0.002,0.35,Q10: ↑,26
g. Pacific Southwest,10,2016,0.531027414669854,0.1044,0,0.7356,0.3264,Q10: 34%,0.002,0.35,Q10: ↑,26
g. Pacific Southwest,10,1999,0.878569622389439,0.1149,0,1.1037,0.6534,Q10: 34%,0.002,0.35,Q10: ↑,26
g. Pacific Southwest,10,1990,0.475472637121602,0.1368,5e-04,0.7437,0.2073,Q10: 34%,0.002,0.35,Q10: ↑,26
g. Pacific Southwest,10,2020,1.09894374332996,0.1739,0,1.4398,0.7581,Q10: 34%,0.002,0.35,Q10: ↑,26
g. Pacific Southwest,10,1983,0.769244186945316,0.102,0,0.9691,0.5693,Q10: 34%,0.002,0.35,Q10: ↑,26
g. Pacific Southwest,10,1991,0.106373045087873,0.1356,0.4329,0.3722,-0.1595,Q10: 34%,0.002,0.35,Q10: ↑,26
g. Pacific Southwest,10,1989,0.245280512722008,0.1081,0.0233,0.4571,0.0334,Q10: 34%,0.002,0.35,Q10: ↑,26
g. Pacific Southwest,10,1987,0.538050479355345,0.1834,0.0033,0.8975,0.1786,Q10: 34%,0.002,0.35,Q10: ↑,26
g. Pacific Southwest,10,2013,0.750017366461312,0.1244,0,0.9939,0.5061,Q10: 34%,0.002,0.35,Q10: ↑,26
g. Pacific Southwest,10,2014,0.489564119534151,0.1896,0.0098,0.8611,0.118,Q10: 34%,0.002,0.35,Q10: ↑,26
g. Pacific Southwest,10,1985,0.56519160125895,0.1251,0,0.8104,0.32,Q10: 34%,0.002,0.35,Q10: ↑,26
g. Pacific Southwest,10,1986,0.609819003394404,0.0913,0,0.7887,0.4309,Q10: 34%,0.002,0.35,Q10: ↑,26
g. Pacific Southwest,10,2000,0.774682337748295,0.1042,0,0.979,0.5704,Q10: 34%,0.002,0.35,Q10: ↑,26
g. Pacific Southwest,10,1994,0.425157439564921,0.1519,0.0051,0.7228,0.1275,Q10: 34%,0.002,0.35,Q10: ↑,26
g. Pacific Southwest,10,1992,0.278598046678853,0.1334,0.0368,0.54,0.0171,Q10: 34%,0.002,0.35,Q10: ↑,26
g. Pacific Southwest,10,2012,0.972381604819267,0.1433,0,1.2533,0.6915,Q10: 34%,0.002,0.35,Q10: ↑,26
g. Pacific Southwest,10,1982,0.463100713553597,0.0994,0,0.6579,0.2683,Q10: 34%,0.002,0.35,Q10: ↑,26
g. Pacific Southwest,10,2008,0.664382395934582,0.1319,0,0.9229,0.4058,Q10: 34%,0.002,0.35,Q10: ↑,26
g. Pacific Southwest,10,2004,0.756799380637943,0.1212,0,0.9944,0.5192,Q10: 34%,0.002,0.35,Q10: ↑,26
g. Pacific Southwest,10,2018,1.03615827632153,0.1368,0,1.3043,0.768,Q10: 34%,0.002,0.35,Q10: ↑,26
g. Pacific Southwest,10,2019,0.69283580525937,0.083,0,0.8555,0.5301,Q10: 34%,0.002,0.35,Q10: ↑,26
g. Pacific Southwest,10,2015,0.481001225671988,0.1857,0.0096,0.8449,0.1171,Q10: 34%,0.002,0.35,Q10: ↑,26
g. Pacific Southwest,10,2007,0.776486953056293,0.1383,0,1.0476,0.5054,Q10: 34%,0.002,0.35,Q10: ↑,26
g. Pacific Southwest,10,2006,0.782274478360724,0.0905,0,0.9596,0.605,Q10: 34%,0.002,0.35,Q10: ↑,26
g. Pacific Southwest,10,2010,0.738798524915108,0.1067,0,0.9479,0.5297,Q10: 34%,0.002,0.35,Q10: ↑,26
g. Pacific Southwest,10,1998,0.615437236282803,0.0823,0,0.7768,0.4541,Q10: 34%,0.002,0.35,Q10: ↑,26
g. Pacific Southwest,10,2011,0.828722391879246,0.0923,0,1.0096,0.6478,Q10: 34%,0.002,0.35,Q10: ↑,26
g. Pacific Southwest,10,2009,0.6237225134002,0.1127,0,0.8446,0.4029,Q10: 34%,0.002,0.35,Q10: ↑,26
g. Pacific Southwest,10,1993,0.428231229646454,0.0933,0,0.6111,0.2454,Q10: 34%,0.002,0.35,Q10: ↑,26
g. Pacific Southwest,10,2001,0.659224832265761,0.1324,0,0.9188,0.3997,Q10: 34%,0.002,0.35,Q10: ↑,26
g. Pacific Southwest,10,1995,0.538080292901997,0.0884,0,0.7113,0.3649,Q10: 34%,0.002,0.35,Q10: ↑,26
g. Pacific Southwest,10,2005,0.795040464153744,0.0952,0,0.9817,0.6084,Q10: 34%,0.002,0.35,Q10: ↑,26
g. Pacific Southwest,50,1995,1.0129725960203,0.0824,0,1.1744,0.8515,Q50: 27%,0.013,0.33,Q50: ↑,26
g. Pacific Southwest,50,1988,0.604501356841124,0.1266,0,0.8526,0.3564,Q50: 27%,0.013,0.33,Q50: ↑,26
g. Pacific Southwest,50,2014,0.603784672308268,0.152,1e-04,0.9016,0.3059,Q50: 27%,0.013,0.33,Q50: ↑,26
g. Pacific Southwest,50,1996,1.02967104361725,0.0842,0,1.1948,0.8646,Q50: 27%,0.013,0.33,Q50: ↑,26
g. Pacific Southwest,50,2006,1.14169269021892,0.0757,0,1.29,0.9933,Q50: 27%,0.013,0.33,Q50: ↑,26
g. Pacific Southwest,50,1990,0.611899424710364,0.1309,0,0.8685,0.3553,Q50: 27%,0.013,0.33,Q50: ↑,26
g. Pacific Southwest,50,2010,0.9217054874027,0.0985,0,1.1148,0.7287,Q50: 27%,0.013,0.33,Q50: ↑,26
g. Pacific Southwest,50,2011,1.29614378885881,0.0858,0,1.4643,1.128,Q50: 27%,0.013,0.33,Q50: ↑,26
g. Pacific Southwest,50,2019,1.0713921162372,0.0858,0,1.2396,0.9032,Q50: 27%,0.013,0.33,Q50: ↑,26
g. Pacific Southwest,50,2017,1.31338285219107,0.0764,0,1.4632,1.1636,Q50: 27%,0.013,0.33,Q50: ↑,26
g. Pacific Southwest,50,2005,1.11717323684418,0.0905,0,1.2945,0.9399,Q50: 27%,0.013,0.33,Q50: ↑,26
g. Pacific Southwest,50,2013,0.936594265187385,0.1072,0,1.1467,0.7265,Q50: 27%,0.013,0.33,Q50: ↑,26
g. Pacific Southwest,50,2008,0.873156680863805,0.114,0,1.0966,0.6497,Q50: 27%,0.013,0.33,Q50: ↑,26
g. Pacific Southwest,50,1985,0.789008533262827,0.1192,0,1.0227,0.5553,Q50: 27%,0.013,0.33,Q50: ↑,26
g. Pacific Southwest,50,1983,1.24907949410377,0.085,0,1.4156,1.0825,Q50: 27%,0.013,0.33,Q50: ↑,26
g. Pacific Southwest,50,2020,1.34559841121465,0.1443,0,1.6285,1.0627,Q50: 27%,0.013,0.33,Q50: ↑,26
g. Pacific Southwest,50,2015,0.68559577880922,0.1389,0,0.9578,0.4133,Q50: 27%,0.013,0.33,Q50: ↑,26
g. Pacific Southwest,50,2009,0.817999067296803,0.099,0,1.012,0.624,Q50: 27%,0.013,0.33,Q50: ↑,26
g. Pacific Southwest,50,1997,1.13036951832919,0.0886,0,1.3039,0.9568,Q50: 27%,0.013,0.33,Q50: ↑,26
g. Pacific Southwest,50,2018,1.23551557729134,0.1142,0,1.4593,1.0117,Q50: 27%,0.013,0.33,Q50: ↑,26
g. Pacific Southwest,50,2012,1.06953206689001,0.1215,0,1.3076,0.8315,Q50: 27%,0.013,0.33,Q50: ↑,26
g. Pacific Southwest,50,2007,0.966863499789196,0.1193,0,1.2006,0.7331,Q50: 27%,0.013,0.33,Q50: ↑,26
g. Pacific Southwest,50,2016,0.805265951548528,0.0929,0,0.9873,0.6233,Q50: 27%,0.013,0.33,Q50: ↑,26
g. Pacific Southwest,50,2004,0.962047164527976,0.1005,0,1.159,0.7651,Q50: 27%,0.013,0.33,Q50: ↑,26
g. Pacific Southwest,50,1992,0.49734170943594,0.1205,0,0.7335,0.2612,Q50: 27%,0.013,0.33,Q50: ↑,26
g. Pacific Southwest,50,1994,0.720295471393315,0.1359,0,0.9867,0.4539,Q50: 27%,0.013,0.33,Q50: ↑,26
g. Pacific Southwest,50,1999,1.09674175625878,0.0981,0,1.2889,0.9045,Q50: 27%,0.013,0.33,Q50: ↑,26
g. Pacific Southwest,50,1982,1.05062809452382,0.0851,0,1.2175,0.8838,Q50: 27%,0.013,0.33,Q50: ↑,26
g. Pacific Southwest,50,1987,0.734493559243347,0.1681,0,1.064,0.405,Q50: 27%,0.013,0.33,Q50: ↑,26
g. Pacific Southwest,50,2001,0.757814605837532,0.1121,0,0.9775,0.5381,Q50: 27%,0.013,0.33,Q50: ↑,26
g. Pacific Southwest,50,1991,0.242800579381707,0.1286,0.059,0.4949,-0.0093,Q50: 27%,0.013,0.33,Q50: ↑,26
g. Pacific Southwest,50,2003,0.978583657465902,0.0892,0,1.1533,0.8038,Q50: 27%,0.013,0.33,Q50: ↑,26
g. Pacific Southwest,50,2000,0.892167340339326,0.0828,0,1.0544,0.7299,Q50: 27%,0.013,0.33,Q50: ↑,26
g. Pacific Southwest,50,1998,1.08655419918602,0.0788,0,1.2409,0.9322,Q50: 27%,0.013,0.33,Q50: ↑,26
g. Pacific Southwest,50,1986,0.848103088705582,0.0837,0,1.0122,0.684,Q50: 27%,0.013,0.33,Q50: ↑,26
g. Pacific Southwest,50,1993,0.864508631537945,0.0887,0,1.0384,0.6906,Q50: 27%,0.013,0.33,Q50: ↑,26
g. Pacific Southwest,50,2002,0.84423209729643,0.1008,0,1.0419,0.6466,Q50: 27%,0.013,0.33,Q50: ↑,26
g. Pacific Southwest,50,1984,1.2580420030928,0.0968,0,1.4478,1.0683,Q50: 27%,0.013,0.33,Q50: ↑,26
g. Pacific Southwest,50,1989,0.569591231478962,0.1019,0,0.7694,0.3698,Q50: 27%,0.013,0.33,Q50: ↑,26
g. Pacific Southwest,90,2005,1.96921248263078,0.1166,0,2.1978,1.7406,Q90: 17%,0.006,0.38,Q90: ↑,26
g. Pacific Southwest,90,1996,1.94606231552751,0.1214,0,2.184,1.7082,Q90: 17%,0.006,0.38,Q90: ↑,26
g. Pacific Southwest,90,2008,1.77567712920196,0.1806,0,2.1297,1.4216,Q90: 17%,0.006,0.38,Q90: ↑,26
g. Pacific Southwest,90,1993,1.73733463381998,0.1202,0,1.973,1.5017,Q90: 17%,0.006,0.38,Q90: ↑,26
g. Pacific Southwest,90,2011,2.03805697230563,0.1087,0,2.251,1.8251,Q90: 17%,0.006,0.38,Q90: ↑,26
g. Pacific Southwest,90,2002,1.4900443834097,0.1508,0,1.7856,1.1944,Q90: 17%,0.006,0.38,Q90: ↑,26
g. Pacific Southwest,90,2000,1.79586898533406,0.1323,0,2.0552,1.5365,Q90: 17%,0.006,0.38,Q90: ↑,26
g. Pacific Southwest,90,1995,1.95262934829858,0.104,0,2.1565,1.7487,Q90: 17%,0.006,0.38,Q90: ↑,26
g. Pacific Southwest,90,1992,1.21664993846457,0.168,0,1.5459,0.8874,Q90: 17%,0.006,0.38,Q90: ↑,26
g. Pacific Southwest,90,1999,1.9487115449896,0.1367,0,2.2167,1.6807,Q90: 17%,0.006,0.38,Q90: ↑,26
g. Pacific Southwest,90,2014,1.48470998158172,0.2183,0,1.9125,1.0569,Q90: 17%,0.006,0.38,Q90: ↑,26
g. Pacific Southwest,90,1994,1.50962056259534,0.1967,0,1.8952,1.1241,Q90: 17%,0.006,0.38,Q90: ↑,26
g. Pacific Southwest,90,2019,2.15066565787557,0.1144,0,2.3749,1.9264,Q90: 17%,0.006,0.38,Q90: ↑,26
g. Pacific Southwest,90,2016,1.65364619875003,0.1284,0,1.9054,1.4019,Q90: 17%,0.006,0.38,Q90: ↑,26
g. Pacific Southwest,90,2003,1.56506806997674,0.1303,0,1.8204,1.3097,Q90: 17%,0.006,0.38,Q90: ↑,26
g. Pacific Southwest,90,1998,1.95744741163727,0.1058,0,2.1648,1.7501,Q90: 17%,0.006,0.38,Q90: ↑,26
g. Pacific Southwest,90,2012,2.06904561999364,0.1752,0,2.4125,1.7256,Q90: 17%,0.006,0.38,Q90: ↑,26
g. Pacific Southwest,90,2009,1.68700574666728,0.1497,0,1.9803,1.3937,Q90: 17%,0.006,0.38,Q90: ↑,26
g. Pacific Southwest,90,1988,1.39052599536264,0.1922,0,1.7673,1.0138,Q90: 17%,0.006,0.38,Q90: ↑,26
g. Pacific Southwest,90,1987,1.87514054704121,0.2481,0,2.3615,1.3888,Q90: 17%,0.006,0.38,Q90: ↑,26
g. Pacific Southwest,90,1990,1.21847800795474,0.2004,0,1.6113,0.8257,Q90: 17%,0.006,0.38,Q90: ↑,26
g. Pacific Southwest,90,1991,1.1578954063485,0.1947,0,1.5395,0.7763,Q90: 17%,0.006,0.38,Q90: ↑,26
g. Pacific Southwest,90,2017,2.04849607601934,0.0986,0,2.2418,1.8552,Q90: 17%,0.006,0.38,Q90: ↑,26
g. Pacific Southwest,90,2001,1.55012465091828,0.171,0,1.8853,1.2149,Q90: 17%,0.006,0.38,Q90: ↑,26
g. Pacific Southwest,90,2018,2.16551416793522,0.1723,0,2.5032,1.8278,Q90: 17%,0.006,0.38,Q90: ↑,26
g. Pacific Southwest,90,1997,1.92804461017354,0.1237,0,2.1705,1.6856,Q90: 17%,0.006,0.38,Q90: ↑,26
g. Pacific Southwest,90,2013,1.58582817510032,0.1546,0,1.8888,1.2829,Q90: 17%,0.006,0.38,Q90: ↑,26
g. Pacific Southwest,90,1984,1.85317862674111,0.1309,0,2.1098,1.5965,Q90: 17%,0.006,0.38,Q90: ↑,26
g. Pacific Southwest,90,1986,1.77251505472343,0.1141,0,1.9961,1.549,Q90: 17%,0.006,0.38,Q90: ↑,26
g. Pacific Southwest,90,2007,1.57362253716591,0.1962,0,1.9582,1.1891,Q90: 17%,0.006,0.38,Q90: ↑,26
g. Pacific Southwest,90,1985,1.4125741788115,0.1614,0,1.7289,1.0962,Q90: 17%,0.006,0.38,Q90: ↑,26
g. Pacific Southwest,90,2020,2.1159812777801,0.2042,0,2.5162,1.7158,Q90: 17%,0.006,0.38,Q90: ↑,26
g. Pacific Southwest,90,1989,1.38309058041783,0.1528,0,1.6825,1.0837,Q90: 17%,0.006,0.38,Q90: ↑,26
g. Pacific Southwest,90,1983,2.06642804662891,0.0982,0,2.259,1.8739,Q90: 17%,0.006,0.38,Q90: ↑,26
g. Pacific Southwest,90,2006,2.26677427406389,0.1083,0,2.4791,2.0545,Q90: 17%,0.006,0.38,Q90: ↑,26
g. Pacific Southwest,90,2004,1.85237255728576,0.1493,0,2.145,1.5598,Q90: 17%,0.006,0.38,Q90: ↑,26
g. Pacific Southwest,90,2010,1.89176337250963,0.1368,0,2.1599,1.6237,Q90: 17%,0.006,0.38,Q90: ↑,26
g. Pacific Southwest,90,1982,1.82450374059057,0.1075,0,2.0351,1.6139,Q90: 17%,0.006,0.38,Q90: ↑,26
g. Pacific Southwest,90,2015,1.34407882567464,0.1828,0,1.7023,0.9859,Q90: 17%,0.006,0.38,Q90: ↑,26
h. Great Plains,10,1983,1.05921680297878,0.0954,0,1.2462,0.8722,Q10: 30%,0.615,-0.05,Q10: =,29.67
h. Great Plains,10,1995,1.21376511107805,0.0752,0,1.3612,1.0664,Q10: 30%,0.615,-0.05,Q10: =,29.67
h. Great Plains,10,1987,1.68970444708803,0.1061,0,1.8978,1.4817,Q10: 30%,0.615,-0.05,Q10: =,29.67
h. Great Plains,10,1996,1.64487228064794,0.1194,0,1.879,1.4108,Q10: 30%,0.615,-0.05,Q10: =,29.67
h. Great Plains,10,1991,0.972047500527512,0.0872,0,1.143,0.8011,Q10: 30%,0.615,-0.05,Q10: =,29.67
h. Great Plains,10,2011,1.22751789426454,0.1225,0,1.4677,0.9873,Q10: 30%,0.615,-0.05,Q10: =,29.67
h. Great Plains,10,1986,1.31281932537802,0.0955,0,1.5,1.1256,Q10: 30%,0.615,-0.05,Q10: =,29.67
h. Great Plains,10,1992,1.20495028782971,0.098,0,1.3971,1.0128,Q10: 30%,0.615,-0.05,Q10: =,29.67
h. Great Plains,10,1989,1.05076584220998,0.1143,0,1.2748,0.8267,Q10: 30%,0.615,-0.05,Q10: =,29.67
h. Great Plains,10,1990,1.06336187082663,0.0878,0,1.2355,0.8912,Q10: 30%,0.615,-0.05,Q10: =,29.67
h. Great Plains,10,2014,0.987449378220208,0.1155,0,1.2139,0.761,Q10: 30%,0.615,-0.05,Q10: =,29.67
h. Great Plains,10,2020,1.50598410530849,0.1132,0,1.7279,1.2841,Q10: 30%,0.615,-0.05,Q10: =,29.67
h. Great Plains,10,2012,0.162008174738759,0.1158,0.1616,0.3889,-0.0649,Q10: 30%,0.615,-0.05,Q10: =,29.67
h. Great Plains,10,1988,1.37630763893207,0.1211,0,1.6136,1.139,Q10: 30%,0.615,-0.05,Q10: =,29.67
h. Great Plains,10,1982,0.987039112155485,0.0872,0,1.1579,0.8161,Q10: 30%,0.615,-0.05,Q10: =,29.67
h. Great Plains,10,2015,0.728640477897894,0.0827,0,0.8907,0.5666,Q10: 30%,0.615,-0.05,Q10: =,29.67
h. Great Plains,10,2010,1.35109472124207,0.0893,0,1.5261,1.1761,Q10: 30%,0.615,-0.05,Q10: =,29.67
h. Great Plains,10,2003,1.01728527811789,0.0896,0,1.193,0.8416,Q10: 30%,0.615,-0.05,Q10: =,29.67
h. Great Plains,10,1984,0.912684362035689,0.1155,0,1.1391,0.6862,Q10: 30%,0.615,-0.05,Q10: =,29.67
h. Great Plains,10,2000,1.55549468223083,0.1338,0,1.8178,1.2932,Q10: 30%,0.615,-0.05,Q10: =,29.67
h. Great Plains,10,2002,1.26950733225679,0.0948,0,1.4553,1.0838,Q10: 30%,0.615,-0.05,Q10: =,29.67
h. Great Plains,10,1993,1.32891920630925,0.0839,0,1.4933,1.1645,Q10: 30%,0.615,-0.05,Q10: =,29.67
h. Great Plains,10,2017,1.26183996777143,0.0903,0,1.4389,1.0848,Q10: 30%,0.615,-0.05,Q10: =,29.67
h. Great Plains,10,2004,1.2459258934403,0.1055,0,1.4528,1.0391,Q10: 30%,0.615,-0.05,Q10: =,29.67
h. Great Plains,10,2005,1.265377318046,0.0904,0,1.4425,1.0882,Q10: 30%,0.615,-0.05,Q10: =,29.67
h. Great Plains,10,1997,1.5901661714601,0.11,0,1.8058,1.3746,Q10: 30%,0.615,-0.05,Q10: =,29.67
h. Great Plains,10,1999,1.64375807051001,0.0849,0,1.8101,1.4774,Q10: 30%,0.615,-0.05,Q10: =,29.67
h. Great Plains,10,2001,1.19058151778467,0.0825,0,1.3522,1.0289,Q10: 30%,0.615,-0.05,Q10: =,29.67
h. Great Plains,10,2006,0.40024584711165,0.1327,0.0026,0.6603,0.1402,Q10: 30%,0.615,-0.05,Q10: =,29.67
h. Great Plains,10,2007,0.736592276843969,0.0697,0,0.8732,0.6,Q10: 30%,0.615,-0.05,Q10: =,29.67
h. Great Plains,10,1994,1.57723308633853,0.1095,0,1.7919,1.3626,Q10: 30%,0.615,-0.05,Q10: =,29.67
h. Great Plains,10,2016,1.03001463486289,0.0793,0,1.1854,0.8747,Q10: 30%,0.615,-0.05,Q10: =,29.67
h. Great Plains,10,1985,0.952385404448231,0.0849,0,1.1187,0.786,Q10: 30%,0.615,-0.05,Q10: =,29.67
h. Great Plains,10,2013,0.361717045681917,0.105,6e-04,0.5675,0.156,Q10: 30%,0.615,-0.05,Q10: =,29.67
h. Great Plains,10,2008,1.23986268969851,0.1004,0,1.4367,1.043,Q10: 30%,0.615,-0.05,Q10: =,29.67
h. Great Plains,10,1998,1.54448773015398,0.0962,0,1.733,1.356,Q10: 30%,0.615,-0.05,Q10: =,29.67
h. Great Plains,10,2009,1.39894154021813,0.1094,0,1.6133,1.1846,Q10: 30%,0.615,-0.05,Q10: =,29.67
h. Great Plains,10,2018,0.998646264272659,0.0924,0,1.1798,0.8175,Q10: 30%,0.615,-0.05,Q10: =,29.67
h. Great Plains,10,2019,1.5488111834955,0.0867,0,1.7188,1.3788,Q10: 30%,0.615,-0.05,Q10: =,29.67
h. Great Plains,50,1995,1.41509322448096,0.0892,0,1.59,1.2402,Q50: 33%,0.066,-0.37,Q50: =,29.67
h. Great Plains,50,1996,1.43540135649732,0.0943,0,1.6202,1.2506,Q50: 33%,0.066,-0.37,Q50: =,29.67
h. Great Plains,50,2008,1.23238949405328,0.0936,0,1.4158,1.049,Q50: 33%,0.066,-0.37,Q50: =,29.67
h. Great Plains,50,1991,0.960701141053582,0.0809,0,1.1193,0.8021,Q50: 33%,0.066,-0.37,Q50: =,29.67
h. Great Plains,50,2002,1.22426089429468,0.0936,0,1.4078,1.0407,Q50: 33%,0.066,-0.37,Q50: =,29.67
